"HolderAddress","Balance","PendingBalanceUpdate"
"0x7644e55de551555ad771439a67a1228df4da49b5","3.2779151757","No"
"0x9315bfe685eaf454315892133d80de0e9696254c","3.188419522557664897","No"
"0xb203faa6207ce9384d46fa5b9f397d304f17943c","2.9997","No"
"0xe7a83f9f62f9427e9943440b97ee66bd51cac491","2.838536681753603974","No"
"0x63dae83f3ca2a69df97ed193049b01890de499c6","2.651781779901224709","No"
"0x382ffce2287252f930e1c8dc9328dac5bf282ba1","2.593175180328148478","No"
"0x1ea5ace0abae96ec92ad654b0222c0da234d24c4","2.563667009232307729","No"
"0x78a4e338241277f4eddaa9ac38dedc874169c040","2.54","No"
"0xde60b8d9cf8ec16c5ea4ab0131131cfa05e4b1ab","2.530378828510932542","No"
"0xfd5243d13cabb193770fecb9cf2eae04a368f636","2.419758","No"
"0x85ecb968aac86e41113e0561ee6b6cb464a1ff3e","2.419417366695165655","No"
"0x49c29ea7b2161e43dce046f9a4e6734d71ea2dc1","2.3383512920666167","No"
"0x444087417e5ac7faf68caf31484c21badd306829","2.222530984288543406","No"
"0xa024c191c19636b85729f097582b7cc612726ebb","2.202461198913514762","No"
"0x211e4b7e4e4bb827c9e10f94139e32788e507c1f","2.19652073427084106","No"
"0x64d2155436538c01adf669b65daab352447f7ac6","2.190304298227412179","No"
"0x598ab6ef3e3397a5265ee4f3466f1817bd6cafc5","2.07419344747026169","No"
"0xb17979b1298668d4f44c27a3064dd1124c9e2247","2.067317233524873824","No"
"0xe91c6e51ac2ae67bf2099c822b2c19fe928b3f28","2.040549141357276081","No"
"0x87b57b7a28ff53f24e3a34e85632bbdd1ddee494","2.000278767054318211","No"
"0xa6c26b12e2ff3469b52c9b6e0b17ba6f3ce16820","1.94590954229551985","No"
"0x5c6a6bebd3db91927e5410f7c9a62a2c35397c20","1.844836400123047022","No"
"0x3de1c18d4f05ebf536eed61c7a1f2dfc9338565e","1.748052367753395989","No"
"0x411aa6eaab8317229bb35ef3a1506d9fce0e4433","1.720988701297035993","No"
"0xc30068848b62f85450ddabd68a6d9fc74014fa7f","1.659313844712797834","No"
"0x5b61d719611843ffff31f08614e1174e99c586a5","1.630767880330142759","No"
"0x9ccceb986e087141e629305f8e31e27e2a7b9696","1.601318520680112802","No"
"0xcd4b42a9302f5b01c60b938ea0467fdda2163286","1.551792885662509276","No"
"0xcd56977bf663c9a5006299e7077540bf0aab838d","1.528788786153664021","No"
"0x9b57399e8f7e60041643d52091fc69e190bf759e","1.49","No"
"0x14d4909b41aae4364949f7d443c47adfa3086e0b","1.481277","No"
"0x9dd5926ff3e19625b77e078c2a0449bf3b808cf8","1.401471206360193022","No"
"0xe98110d5398cb76b7a24f764beba59056d2b1c61","1.397521606176664582","No"
"0xee14eca1b366ce3f6e287d3a3d7d0f3f76c926f7","1.371688445596029526","No"
"0xe1bd78b3d0ca0ab92fe98f2d660d36712e9b39ee","1.366964004146742152","No"
"0x98042c45e57508bba29eb90162ca5865c54428a7","1.324737452439124846","No"
"0x9f225be4f38d703ed42bcad6cbab2b0c96a0926c","1.29903157108866894","No"
"0xa8bfab872296043ee61b8237b6ef38b9a2900baa","1.281644953552087214","No"
"0x38f5e5b4da37531a6e85161e337e0238bb27aa90","1.256315283594339561","No"
"0xad01c20d5886137e056775af56915de824c8fce5","1.151678306108018266","No"
"0x0d38716f0fa7b1f1dee7301235f3349911159408","1.096315460912415373","No"
"0xac3269a2a0704bde92e2a019c5b0e4f5fe323191","1.071785307925094108","No"
"0x2eeef6cef781cdc327123f8596e93740e60fd20d","1.065404135756894589","No"
"0x4ac65f4e3166b3eef9bfe0d48cdba2f429b6d6d5","1.055143837834832756","No"
"0x0a125744c59c90d00c79f635841c2401327d8891","1.018028408302375072","No"
"0xae4703aa8a251ce00d17902b1605b84c5e63877d","1.007797339013796351","No"
"0xd955d3eab60f6b07c2b008d4f2c430a5723de3ae","1","No"
"0x02efc651647ba3fbe8653bcc68c40f260fb95e84","0.999999999999998737","No"
